,Day,Day,ds,y,Diff_1,y_log,unique_id,SARIMA,ETS,SARIMA_noisy,ETS_noisy
297,118,,2007-10-27,,,,1,18.103170576997712,20.729694015736108,12.670483523545212,15.19693158546619
298,119,,2007-10-28,,,,1,18.103170576997712,20.729694015736108,26.861950321454763,11.00348885141571
299,120,,2007-10-29,,,,1,18.103170576997712,20.729694015736108,13.686554372944416,20.407838734737744
300,121,,2007-10-30,,,,1,18.103170576997712,20.729694015736108,20.880175662745053,23.16126176334737
301,122,,2007-10-31,,,,1,18.103170576997712,20.729694015736108,13.197348616087261,16.449540979269685
302,123,,2007-11-01,,,,1,18.103170576997712,20.729694015736108,6.7452797128516195,31.27565483277749
303,124,,2007-11-02,,,,1,18.103170576997712,20.729694015736108,19.573288011161903,22.295582335289843
304,125,,2007-11-03,,,,1,18.103170576997712,20.729694015736108,19.97238387562816,23.679939699821695
305,126,,2007-11-04,,,,1,18.103170576997712,20.729694015736108,17.59886416739366,15.15834480082144
306,127,,2007-11-05,,,,1,18.103170576997712,20.729694015736108,19.9009673972162,20.470967727849608
307,128,,2007-11-06,,,,1,18.103170576997712,20.729694015736108,13.880627820998203,19.710421518751083
308,129,,2007-11-07,,,,1,18.103170576997712,20.729694015736108,13.300695998958291,5.932521267582386
309,130,,2007-11-08,,,,1,18.103170576997712,20.729694015736108,17.0085442511737,22.602958282590645
310,131,,2007-11-09,,,,1,18.103170576997712,20.729694015736108,30.536649263980777,9.041658570786796
311,132,,2007-11-10,,,,1,18.103170576997712,20.729694015736108,23.40935728775757,20.542237849363197
312,133,,2007-11-11,,,,1,18.103170576997712,20.729694015736108,14.716911255876752,11.131171353055244
313,134,,2007-11-12,,,,1,18.103170576997712,20.729694015736108,21.7415894227569,33.881942601047605
314,135,,2007-11-13,,,,1,18.103170576997712,20.729694015736108,14.987992735126097,22.85435975167624
315,136,,2007-11-14,,,,1,18.103170576997712,20.729694015736108,15.125424121542038,26.338975751163737
316,137,,2007-11-15,,,,1,18.103170576997712,20.729694015736108,23.698948701453304,26.714404014337404
317,138,,2007-11-16,,,,1,18.103170576997712,20.729694015736108,14.682573448875115,12.104437631203956
318,139,,2007-11-17,,,,1,18.103170576997712,20.729694015736108,7.191202542719834,5.8703420461901406
319,140,,2007-11-18,,,,1,18.103170576997712,20.729694015736108,12.199949794787706,18.583434804291656
320,141,,2007-11-19,,,,1,18.103170576997712,20.729694015736108,18.678942815251705,26.57205914924387
321,142,,2007-11-20,,,,1,18.103170576997712,20.729694015736108,18.936775483258305,21.322523538403125
322,143,,2007-11-21,,,,1,18.103170576997712,20.729694015736108,26.188751693892208,25.844539100904047
323,144,,2007-11-22,,,,1,18.103170576997712,20.729694015736108,13.440310037575573,26.829176855277904
324,145,,2007-11-23,,,,1,18.103170576997712,20.729694015736108,22.86657816275858,11.010994528057662
325,146,,2007-11-24,,,,1,18.103170576997712,20.729694015736108,20.877125867249863,22.603130821800526
326,147,,2007-11-25,,,,1,18.103170576997712,20.729694015736108,17.13277196747387,33.535652929609164
327,148,,2007-11-26,,,,1,18.103170576997712,20.729694015736108,23.546303439129158,17.01430759456912
328,149,,2007-11-27,,,,1,18.103170576997712,20.729694015736108,21.307917977240137,7.51609140595675
329,150,,2007-11-28,,,,1,18.103170576997712,20.729694015736108,12.487696622724517,19.219499000742772
330,151,,2007-11-29,,,,1,18.103170576997712,20.729694015736108,25.0821268160646,17.70370605376432
331,152,,2007-11-30,,,,1,18.103170576997712,20.729694015736108,10.152485832779519,23.454249985053995
332,153,,2007-12-01,,,,1,18.103170576997712,20.729694015736108,18.491394648618115,14.918218650658638
333,154,,2007-12-02,,,,1,18.103170576997712,20.729694015736108,18.119087303086456,21.32045438035649
334,155,,2007-12-03,,,,1,18.103170576997712,20.729694015736108,20.868458019561306,6.289559157786414
335,156,,2007-12-04,,,,1,18.103170576997712,20.729694015736108,13.379045885605436,26.290823407462508
336,157,,2007-12-05,,,,1,18.103170576997712,20.729694015736108,17.87561434345196,31.063591775632084
337,158,,2007-12-06,,,,1,18.103170576997712,20.729694015736108,17.18743321488256,29.18165528814088
338,159,,2007-12-07,,,,1,18.103170576997712,20.729694015736108,24.59635003695249,10.862396877987905
339,160,,2007-12-08,,,,1,18.103170576997712,20.729694015736108,12.920062330555881,22.808344335298923
340,161,,2007-12-09,,,,1,18.103170576997712,20.729694015736108,18.576899677926306,1.2976610255881305
341,162,,2007-12-10,,,,1,18.103170576997712,20.729694015736108,16.40193585682405,22.57384050398887
342,163,,2007-12-11,,,,1,18.103170576997712,20.729694015736108,9.650108597800836,20.3105715387902
343,164,,2007-12-12,,,,1,18.103170576997712,20.729694015736108,35.53039075222391,14.244942064111513
344,165,,2007-12-13,,,,1,18.103170576997712,20.729694015736108,17.639382271388605,22.96853219661374
345,166,,2007-12-14,,,,1,18.103170576997712,20.729694015736108,8.421844459217414,21.62846482948361
346,167,,2007-12-15,,,,1,18.103170576997712,20.729694015736108,27.276347135658284,26.847868529407496
347,168,,2007-12-16,,,,1,18.103170576997712,20.729694015736108,11.131367472439432,21.558745002539776
348,169,,2007-12-17,,,,1,18.103170576997712,20.729694015736108,20.518327913272906,22.260222926542728
349,170,,2007-12-18,,,,1,18.103170576997712,20.729694015736108,23.722054340261764,8.063110312941712
350,171,,2007-12-19,,,,1,18.103170576997712,20.729694015736108,13.880490190364569,13.177415307925422
351,172,,2007-12-20,,,,1,18.103170576997712,20.729694015736108,15.297154029754434,17.6305703812952
352,173,,2007-12-21,,,,1,18.103170576997712,20.729694015736108,14.584854753201045,22.66278728370297
353,174,,2007-12-22,,,,1,18.103170576997712,20.729694015736108,17.260753516328442,20.68867548267692
354,175,,2007-12-23,,,,1,18.103170576997712,20.729694015736108,7.537475605171792,30.503702778350245
355,176,,2007-12-24,,,,1,18.103170576997712,20.729694015736108,10.056531369883027,15.063095180456827
356,177,,2007-12-25,,,,1,18.103170576997712,20.729694015736108,17.18634949593555,19.169176303642267
357,178,,2007-12-26,,,,1,18.103170576997712,20.729694015736108,24.868972657254908,22.390815319179197
358,179,,2007-12-27,,,,1,18.103170576997712,20.729694015736108,22.217177371385766,19.2221503768485
359,180,,2007-12-28,,,,1,18.103170576997712,20.729694015736108,29.365379724786692,23.9569831396665
360,181,,2007-12-29,,,,1,18.103170576997712,20.729694015736108,22.622936433129546,17.01410878607285
361,182,,2007-12-30,,,,1,18.103170576997712,20.729694015736108,14.774626803584862,29.979162554665457
362,183,,2007-12-31,,,,1,18.103170576997712,20.729694015736108,17.303197069692153,18.648478140398755
363,184,,2008-01-01,,,,1,18.103170576997712,20.729694015736108,4.880962642262524,27.99688576132144
364,185,,2008-01-02,,,,1,18.103170576997712,20.729694015736108,11.846468145034676,20.532354233253958
